image_id,strong_mu_greenspace,strong_sigma_greenspace,mod_mu_greenspace,mod_sigma_greenspace,slight_mu_greenspace,slight_sigma_greenspace,n_greenspace,lat,lon,angle,urban_cat,avg_mu_greenspace,avg_sigma_greenspace,abs_mu_greenspace,strong_mu_relax,strong_sigma_relax,mod_mu_relax,mod_sigma_relax,slight_mu_relax,slight_sigma_relax,n_relax,avg_mu_relax,avg_sigma_relax,abs_mu_relax,strong_mu_safe,strong_sigma_safe,mod_mu_safe,mod_sigma_safe,slight_mu_safe,slight_sigma_safe,n_safe,avg_mu_safe,avg_sigma_safe,abs_mu_safe,strong_mu_beauty,strong_sigma_beauty,mod_mu_beauty,mod_sigma_beauty,slight_mu_beauty,slight_sigma_beauty,n_beauty,avg_mu_beauty,avg_sigma_beauty,abs_mu_beauty
XREKNJ7cLrxo3rLAPab_WA_89,21.40821783,2.17982146,17.03423305,2.790867158,14.90485727,3.188002303,16,47.81695294,-122.2074137,side,0,18.21809868,2.71956364,6.781901322,22.26812947,2.187100534,21.28176644,2.306612906,20.44577434,2.395461955,16,21.35973601,2.296391798,3.640263985,25.26161762,1.692231427,22.30587272,2.02775634,18.37528982,2.430949583,18,22.39264457,2.05031245,2.607355431,22.50940725,2.134233803,21.29032555,2.360765726,19.38592429,2.616159558,13,21.16733721,2.370386362,3.832662792
lRO8QQxeeEJLF1YP2sZ2Og_16,27.50932645,1.927991863,28.28188161,2.159264116,28.23028805,2.251103602,19,47.11951653,-122.4020291,side,0,27.98481474,2.112786527,2.984814737,24.30657719,1.950151626,25.11804893,2.19162044,25.17277982,2.340956015,15,24.83677401,2.160909361,0.163225992,25.41846413,2.004284739,25.4314244,2.231253606,28.00895402,2.746901294,14,26.14215171,2.327479879,1.142151713,24.76976895,2.221092271,26.49350969,2.74639703,26.81420459,2.812148579,11,25.92763663,2.593212627,0.927636626
x41BQFv6hW-V-LqGe0a7QA_88,26.38416867,1.946868744,26.03019752,2.26521389,27.56778227,2.434463972,16,47.16046658,-122.592472,side,0,26.6257188,2.215515535,1.625718801,26.52690067,2.26989277,24.9988473,2.730250869,23.93459876,3.04208231,12,25.28359412,2.680741983,0.283594123,24.54593658,1.630061714,23.10778713,1.869292924,23.8013767,2.016578539,23,23.85351001,1.838644392,1.146489986,22.42428667,1.881226644,23.62476126,2.185863079,24.47288787,2.246276724,16,23.44308664,2.104455482,1.556913363
Fi8aqTaYjqNGWL2Nf7PVow_48,21.09124356,1.929345827,16.85360321,2.583900884,16.95324431,2.633214901,16,47.60454219,-122.3361383,side,0,18.59220517,2.382153871,6.407794828,21.37301508,2.083976204,17.03944887,2.622375297,13.84339508,3.02505482,15,17.89779632,2.57713544,7.102203679,21.68382586,2.245918621,19.10314155,2.751205308,18.43169503,2.787613964,13,19.88105956,2.594912631,5.118940438,25.62948844,2.614390839,26.0017197,2.803065761,26.67263928,3.177221327,9,26.06698373,2.864892642,1.066983733
Mpy5l32OUkZpT1t4c7_kkQ_180,23.14535741,2.335184014,20.27590002,2.773489898,16.56988172,3.18130979,12,47.61711118,-122.155743,side,0,20.33378841,2.763327901,4.666211585,26.73769932,2.126373245,26.04981224,2.430108255,23.57591647,2.650247808,13,25.56537888,2.402243103,0.565378878,21.58147464,2.879735514,24.41240309,3.235089159,25.1883985,3.374070142,7,23.62198641,3.162964938,1.378013594,27.14394729,1.930617976,29.30438482,2.334080278,28.1975156,2.530727471,18,28.14422273,2.265141909,3.144222728
lzX7JIQu99c8EOO5CL45gg_182,22.45167599,2.025985075,18.94689337,2.437303067,18.18189747,2.694645734,15,47.22565328,-122.3492453,side,0,20.08104232,2.385977959,4.918957681,24.98302311,2.233166248,25.24584991,2.479975685,25.61571012,2.618356311,13,25.26496205,2.443832748,0.264962051,27.44229589,2.359992006,30.15561638,2.748269737,33.71917596,3.02756498,11,30.18005717,2.711942241,5.180057173,27.18760358,2.633802547,28.48180145,3.168778023,27.87083281,3.360752083,10,27.80375154,3.054444218,2.80375154
OAjw132HChrBKnoLCzycGA_138,22.09458933,2.264007529,21.46145763,2.486175641,17.63484598,2.868291538,14,47.20411249,-121.9946162,side,0,20.57725991,2.539491569,4.422740094,25.28352265,2.139549029,23.78372154,2.597303886,23.50777188,2.5952678,15,24.26417073,2.444040239,0.735829268,22.0447795,1.763820484,19.81485504,2.070080074,17.94769465,2.475388158,21,20.16558942,2.103096238,4.834410584,22.00059296,2.418964489,20.84901061,2.560058717,19.53811093,2.917710697,11,20.87235805,2.632244634,4.127641948
Vv0mnZlwpu6Wk1rWhyKvWA_180,19.9857498,2.54157441,14.36183291,3.256801531,10.66688867,3.7584481,9,47.5630732,-122.3232726,side,0,15.63402249,3.185608014,9.365977513,17.78579581,2.913012255,12.93626865,3.532772526,14.2624051,3.565734686,10,15.18229439,3.337173156,9.817705605,23.09386464,2.19553031,21.03884438,2.54324273,19.98023559,2.677228921,13,21.48115659,2.472000654,3.518843408,20.57175362,2.839324874,17.46768308,3.390262035,16.8760639,3.455144143,10,18.45212821,3.228243684,6.547871788
XOcTrf0tzEkkvz4ZcjvnsQ_90,28.17179275,2.282696267,26.06664704,2.526828052,26.00258059,2.726813137,14,47.11400694,-122.4138126,side,0,26.81523432,2.512112485,1.815234321,25.69905626,2.114241406,27.86069546,2.397126407,28.96099502,2.409539686,15,27.42720634,2.306969166,2.42720634,27.86005481,2.019951914,28.56330562,2.221759762,27.36905302,2.668094189,15,27.96043827,2.303268622,2.960438266,27.18791158,2.139088932,25.96153712,2.542817829,26.32321932,2.589059664,16,26.5333223,2.423655475,1.5333223
FnYzldZyj6y4G389xzwb5g_323,18.17445374,2.47824409,16.69710002,2.756518753,14.21540355,3.033836257,11,47.61546926,-122.3527434,side,0,16.49463984,2.7561997,8.505360164,19.4145822,2.481449023,15.91143819,3.066069045,17.50393952,3.28020247,10,17.7462755,2.942573513,7.253724503,24.21617102,1.990620502,24.81701958,2.391256557,22.29424496,2.786857792,14,23.87352657,2.389578284,1.126473434,22.53906461,2.190713617,21.04426522,2.459001768,19.35773324,2.757895666,14,21.10203121,2.469203684,3.89796879
ROrJuB1y7JXWC5kvnFkRtg_258,17.79013462,2.591873321,13.13074078,3.026000106,11.63919838,3.271128809,15,47.36347876,-122.0231578,side,0,14.4435859,2.963000745,10.5564141,21.50610356,1.992776484,18.58227684,2.29482719,17.17785635,2.53780026,17,19.26851904,2.275134645,5.731480965,25.09071073,2.10398566,26.25878934,2.301637825,26.04869156,2.668258667,14,25.76529367,2.357960717,0.76529367,21.9047291,2.002330549,19.76860088,2.365272994,19.19906397,2.438748558,17,20.39407305,2.268784034,4.605926945
rIEMTc1a3lm4mKBEyLGjww_22,27.50799686,2.252281531,27.08987404,2.664892361,26.51157835,2.913703664,12,47.09378147,-122.2693211,side,0,27.07883673,2.610292519,2.07883673,25.96089833,2.40259476,25.09344438,2.723361249,23.68624632,2.898959558,12,24.98322608,2.674971856,0.016773919,30.71352425,2.309116118,33.46245175,2.667710331,33.80282119,2.711661194,14,32.55742121,2.562829214,7.557421207,30.33709188,2.329615564,34.60466482,3.056852773,39.89205833,3.762397085,15,34.18736647,3.049621807,9.187366472
UuwqBhLYqUazat_5U8x88g_268,30.12579302,2.657417709,33.35682925,2.918773413,33.67299055,2.974189144,9,47.81547084,-122.3291999,side,0,32.30525983,2.850126755,7.305259832,24.02267611,2.225635109,26.9794393,2.821378244,26.44343518,2.884325625,11,25.66313786,2.643779659,0.663137859,23.32613832,2.335090038,20.31093098,2.788182958,20.88855699,2.973558185,11,21.63350023,2.698943727,3.366499774,26.55086167,2.468818504,27.63208568,2.783795139,28.33232197,2.975874516,10,27.44791239,2.742829386,2.447912389
GWLTmQsDbodVyxdkw9Qx_w_117,16.4979989,2.529850112,11.15791114,3.025804733,10.4389337,3.043075342,15,47.61988908,-122.3290625,side,0,12.9357849,2.866243396,12.0642151,17.09891982,2.423977494,12.89852212,2.952691519,10.8291623,3.062207621,13,13.87931474,2.812958878,11.12068526,20.35678455,2.653092148,17.99766663,2.978511074,14.01951825,3.555757853,9,17.76666043,3.062453692,7.233339565,16.03398291,3.210918191,11.03442669,3.801568635,11.01638744,3.804985495,14,12.88837175,3.605824107,12.11162825
Y9pB7eJNno64Jd-cFMy_Mg_269,25.27843388,2.62692558,27.08753035,3.027165358,24.33527178,3.412051242,10,47.62942568,-122.3644594,side,0,25.59832402,3.022047394,0.598324025,29.36302853,2.398798111,33.03685472,2.772734598,33.90271294,2.926533559,14,31.93282647,2.699355423,6.932826466,28.70977511,1.761971367,33.90593281,2.238460335,37.02823517,2.55476189,19,32.6774348,2.185064531,7.677434803,26.95012156,1.776808935,29.76975044,2.013352963,30.8773418,2.333356636,18,29.02231386,2.041172845,4.022313864
JCWSBXp8RyOOi5UUOF4yYw_187,28.5290125,2.159009959,31.24335421,2.527638243,30.71457332,2.580277299,12,47.1899952,-122.0616709,side,0,30.07021679,2.4223085,5.070216785,28.52684954,2.029552198,29.48364246,2.403371292,30.52694982,2.542971285,15,29.43667045,2.325298258,4.436670447,26.51950905,2.120205881,27.86248031,2.372585505,32.75105446,2.74464228,11,28.77519326,2.412477889,3.775193256,22.56064818,2.135904416,20.92638822,2.533538339,20.14730383,2.669113682,13,21.3087967,2.446185479,3.691203296
s33-FCc5gchYbldpAqulqw_23,27.74413607,2.402631071,27.69005586,2.789342428,27.45675141,2.925702343,11,47.68191518,-122.1221468,side,0,27.63879434,2.705891947,2.638794341,29.63632564,2.058781326,31.72329768,2.484383213,33.6863423,2.745069115,16,31.4849188,2.429411218,6.4849188,26.5755016,1.992171398,28.79987354,2.489341204,27.17694532,2.63944906,16,27.44987721,2.373653887,2.449877209,24.70781326,1.825938212,24.83539231,2.106653137,24.42108973,2.176392174,18,24.65977624,2.036327841,0.340223761
Nf71JjWsSKI1Q8LxfhWnyw_271,23.62614078,2.009432317,22.11850577,2.314262216,21.1219867,2.516775466,14,47.66033227,-122.3143133,side,0,22.38550225,2.280156666,2.614497751,21.59898447,2.211683393,19.31699209,2.372437652,18.67589059,2.69895292,13,19.95537384,2.427691322,5.044626163,23.89039017,1.761714539,23.20947559,2.039726077,22.11888726,2.188479378,21,23.13565551,1.996639998,1.864344485,22.0919126,2.431589482,20.72043278,2.638766133,16.44743625,3.253953966,10,20.03786402,2.774769861,4.962135975
I3JoF98A5RQyGi_qc6VbOw_95,28.96523903,2.357280373,28.70871913,2.867305057,29.76294242,3.023730565,13,47.49067403,-122.1672416,side,0,29.12320896,2.749438665,4.123208961,27.01707407,2.275753847,28.38346496,2.487645773,31.65008178,2.839342893,11,28.84431703,2.534247505,3.844317032,27.13315025,1.81623944,29.83461007,2.046977758,32.05662317,2.308134442,18,29.47824158,2.057117213,4.478241583,30.06407234,2.268207662,32.5274479,2.790147999,32.0077317,2.88028848,10,31.42276482,2.646214714,6.422764819
fFMJABbt1G98OKBdSbyhyw_83,31.50340639,2.44072517,32.20160898,2.743333593,34.05042396,2.856972784,11,47.59594368,-122.1473513,side,0,32.52276399,2.680343849,7.522763995,24.95848818,1.906796503,26.32917138,2.173039053,25.9567198,2.322526564,15,25.70790821,2.134120706,0.707908212,24.38193385,2.122988757,22.553719,2.264950193,22.52165774,2.571278246,14,23.20582106,2.319739066,1.794178942,28.20375193,2.76920471,25.91585297,3.08815992,24.19138432,3.397507254,9,26.24122413,3.084957294,1.241224134
Uvq25hsQKHsaRCPzguuLtw_29,27.84232537,2.404224432,30.92924164,2.881102991,32.85555488,3.201143591,10,47.45385896,-122.2107853,side,0,30.29488276,2.828823671,5.294882757,27.55307429,2.001009302,26.74216547,2.460852546,26.86146097,2.691498115,13,27.09404002,2.384453321,2.094040017,23.82379267,2.029940271,23.38274538,2.298711465,22.18953627,2.644624609,13,23.20360936,2.324425448,1.796390643,25.61455867,2.099614795,27.34724897,2.504838273,26.32348333,2.572602738,15,26.37970009,2.392351935,1.379700089
1zu-zkkjxz0D6LnjR2UpZQ_0,15.80031982,2.533396119,12.31867569,3.043182599,10.75665294,3.454863705,13,47.46329697,-122.2282581,side,0,13.22921762,3.010480808,11.77078238,17.07067039,2.194725969,15.31204487,2.362068362,13.83131931,2.677512258,19,15.51027077,2.41143553,9.489729234,19.37503001,2.273589282,20.87067248,2.446246854,20.90340207,2.67501999,14,20.34255514,2.464952042,4.65744486,17.44866696,2.712247458,16.41451374,3.126452631,15.16268274,3.307409287,11,16.41733665,3.048703125,8.582663351
I96x3iCX_PkKfyFLXqg2tw_87,11.53987936,3.867629626,9.182773926,3.653078146,9.417737112,3.689357434,9,47.75591455,-122.1739898,side,0,10.02068134,3.736688402,14.97931866,16.95889101,3.17442751,13.79191219,3.549594959,11.48839033,3.732700089,8,14.23201797,3.485574186,10.76798203,21.64688158,2.037323516,21.59008392,2.298811736,19.64486604,2.441235453,13,21.01430541,2.259123568,3.985694592,18.17036554,2.447475737,17.72276793,2.789895728,18.91998607,2.932352047,15,18.25628518,2.723241171,6.743714815
GNl7RPVqSs9F6ibqelskuQ_160,26.37684697,2.643294378,26.88272301,2.959778727,27.93949516,3.219292858,10,47.17457993,-122.4724522,side,0,27.01603085,2.940788654,2.016030849,29.23396012,2.215789196,27.74576861,2.671428967,29.47488411,2.920657899,13,28.8276446,2.602625354,3.827644604,21.47336509,1.989433949,20.85286787,2.392755531,22.41913612,2.652701646,14,21.54828118,2.344963708,3.451718818,25.88904213,1.867530139,27.03133946,2.07179075,26.52550904,2.226146285,19,26.45963817,2.055155724,1.459638173
Ig9z4Noqw2w7ltnHXazdCw_1,26.19347112,2.204582991,25.77150397,2.443183608,26.69012801,2.542956702,15,47.71825162,-122.2814799,side,0,26.21145857,2.396907767,1.211458568,24.10128091,2.286580593,23.01635084,2.634333007,24.44075201,2.855956841,12,23.85024619,2.592290147,1.149753813,20.56817701,1.760774303,17.58646804,1.96212546,16.85908758,2.166939365,20,18.46865113,1.963279709,6.531348871,23.64585512,2.425847113,22.81239296,2.859685499,18.95673092,3.30072408,10,22.03807981,2.862085564,2.961920194
Icoh5oQJtT7h07ooeT3ilQ_90,26.59501892,2.24592517,28.29990432,2.592337566,30.2816784,2.82927039,15,47.75646203,-122.1169709,side,0,28.25038983,2.555844375,3.250389828,24.71698037,2.326602595,28.61114046,2.884133891,27.43391829,2.980698986,13,26.75084287,2.730478491,1.750842873,23.99111365,2.219732989,24.10929893,2.523143485,24.77642586,2.64420458,12,24.2717898,2.462360351,0.728210201,23.66920845,2.009689341,22.36195268,2.215157406,23.1230182,2.393079574,15,23.07049533,2.20597544,1.929504674
GFfCrXdS_tp06CNlSXCyLA_109,29.24089939,2.722296339,30.42222509,3.062816541,29.31923774,3.1772675,10,47.60734317,-122.2850125,side,0,29.64776769,2.987460127,4.647767695,27.87186515,2.144059313,32.18331366,2.755580045,31.13581589,2.774226113,14,30.17580684,2.557955157,5.175806839,27.88263262,2.658694603,29.48635223,3.122637221,29.01729722,3.384186086,11,28.73846322,3.055172637,3.738463217,32.02505138,2.858021557,34.67183202,3.161145666,32.48832576,3.621906678,9,33.04931372,3.2136913,8.049313721
PZ0J0y82Y47SpRg15tA_gw_171,31.08303221,2.373999284,36.15009921,2.724220103,36.13918242,2.739850951,12,47.18846038,-122.5461908,side,0,34.29593954,2.612690113,9.295939543,28.30118806,1.800187738,31.36065471,2.210750251,32.33677997,2.322840325,20,30.47122862,2.111259438,5.471228624,25.98237177,2.076849285,26.391376,2.436893702,25.49744716,2.569475185,15,25.96606722,2.361072724,0.966067223,28.16338484,2.060626197,30.72134983,2.312496602,34.18984082,2.74426615,17,30.73893908,2.372462983,5.738939083
XqmjcBv0K4t2-ocSpjZnjg_270,21.96061354,2.525734007,20.43448513,2.87174839,17.92615414,3.116512248,11,47.68293862,-122.3778709,side,0,20.24611207,2.837998215,4.753887931,23.94378805,2.433252649,22.93230436,3.157396744,23.28737334,3.209986903,10,23.43874903,2.933545432,1.561250975,28.06683319,3.051550518,27.84520931,3.000933691,26.7170116,3.261660157,7,27.56276664,3.104714789,2.562766641,28.48575291,1.731671527,29.93447065,2.108509817,30.00557861,2.228237346,21,29.39820128,2.02280623,4.398201279
GMoo4gXBTWV2sMlU9c3rcw_90,20.96358165,2.75299792,19.8165521,3.137571533,19.89441515,3.16937207,10,47.62291153,-122.3593731,side,0,20.25888239,3.019980508,4.741117609,22.95333037,2.393248306,20.25693552,2.72127612,17.86158907,2.967373943,11,20.5415612,2.693966123,4.458438802,27.48393715,2.200373363,28.45766714,2.752856585,28.62971522,2.850962893,11,28.13059256,2.601397613,3.130592557,23.74853355,2.062603048,21.35901351,2.266311597,22.93700746,2.464454983,16,22.70962613,2.264456543,2.290373869
rJk6NVYU9zi7zCGy9x9TbA_1,29.4772362,2.466934373,30.87558735,2.872400862,32.58797241,3.327880865,13,47.65408828,-122.3911301,side,0,30.82598516,2.889072033,5.825985164,26.61473816,1.844413285,25.7035255,2.081908766,25.69581699,2.133205451,23,26.03238681,2.019842501,1.032386807,24.80592763,2.177243386,26.84096736,2.550585118,26.65637623,2.568364696,12,26.02969598,2.4320644,1.029695976,28.00294846,2.249282392,29.15333741,2.452061027,31.11727657,2.858846142,11,29.29933839,2.520063187,4.299338392
wkpg0hP4GtbFGwm49DHipQ_89,32.57837169,2.483104827,34.53195698,2.521775995,34.94016603,2.640789567,14,47.20637846,-122.0643133,side,0,33.99528155,2.548556796,8.995281547,28.96000713,2.223276529,32.33139486,2.492542081,35.29967208,2.744798984,13,31.97347248,2.486872531,6.973472476,25.51728312,1.866585671,23.98500987,2.039922861,24.98923299,2.372579017,17,24.84457112,2.093029183,0.155428884,28.14985887,2.235648841,28.47731278,2.343986305,29.36727351,2.423194517,14,28.64892661,2.334276554,3.648926609
z31_CGdOXSrxe9hwgDJ56w_90,26.50462236,2.017106548,29.29800104,2.295165632,30.02924391,2.723220125,17,47.38596328,-122.0325459,side,0,28.43841186,2.345164102,3.438411857,27.67613263,2.568169633,28.52790451,3.020431222,28.34558987,3.077707302,10,28.1539708,2.888769386,3.153970801,27.67606631,1.881484618,30.69348249,2.235550349,33.84014517,2.734337717,16,30.35660163,2.283790895,5.356601629,32.69071154,2.633804559,32.63773559,2.714281843,31.68562285,2.86184945,10,32.35293333,2.736645284,7.352933325
PQZsop-QmAYTHDqqRpQMuA_104,26.32054707,1.935833073,29.15046698,2.267776795,29.2455563,2.404475398,17,47.18634413,-122.2416431,side,0,28.11487012,2.202695089,3.114870118,26.44909743,2.177837871,30.67947057,2.411145061,32.93998916,2.600100942,14,29.82682231,2.396361291,4.826822309,23.41967045,1.937166831,21.7311618,2.124368749,21.66421989,2.257397255,18,22.31998884,2.106310945,2.680011162,29.29320531,2.415758604,29.78446977,2.507168478,33.54350703,2.921428088,12,30.72235469,2.614785057,5.722354689
YPfeRUfiLNBBNLgXZymoAA_110,23.35431879,1.974912402,22.42939045,2.338177053,22.78505313,2.482493073,20,47.59799191,-122.0147095,side,0,22.88688718,2.265194176,2.113112821,25.7049596,1.871794366,27.755743,2.138013999,27.55613686,2.443011928,17,26.92152762,2.150940098,1.921527621,27.47401664,1.967949297,29.46978878,2.088660616,34.33942753,2.694628219,16,30.05374404,2.250412711,5.053744042,31.95323346,2.069096911,34.43489073,2.364325479,39.15040206,3.004374069,17,34.73362036,2.479265486,9.733620356
J71YuDwjOz2iOfgg0cxAwg_0,25.28846012,2.555098377,27.85649821,2.945754729,29.60966456,3.430797634,9,47.66139315,-122.3245643,side,0,27.37323047,2.977216913,2.373230473,25.38807584,2.41107721,25.85115412,2.641281589,25.87224372,2.932410253,10,25.6881822,2.661589684,0.688182205,20.74571077,2.579728044,16.40506514,2.947828061,12.04589317,3.299408055,10,16.75595413,2.942321386,8.244045872,24.86338655,2.352691286,27.95884385,2.693617095,28.29420632,2.841793944,11,26.91571947,2.629367442,1.915719473
IHmefP3aaaaeiizg2DeoUQ_88,23.56609207,2.252253947,21.83686626,2.600596809,21.91554678,2.790525701,12,47.15339921,-122.0820228,side,0,22.50750676,2.547792153,2.492493241,26.16914689,2.094102539,24.47501016,2.373806128,24.16075864,2.40634137,15,24.9911612,2.291416679,0.0088388,27.83763013,2.052072144,31.74728577,2.4218345,31.84321618,2.589101025,15,30.29510211,2.35433589,5.295102106,26.52542019,1.970157754,24.70551114,2.326808817,25.40029537,2.373111062,17,25.60083786,2.223359211,0.600837856
eJ_yOva-V-Wy7d5ndvxMQA_285,22.20504882,2.349840116,20.48209644,2.548885293,21.46475704,2.911240708,15,47.56244279,-122.0311573,side,0,21.40406537,2.603322039,3.595934629,23.05337573,2.36340807,21.73312097,2.837813269,22.72915988,2.837593465,11,22.53960034,2.679604934,2.460399658,28.80548685,2.196964007,29.31420934,2.38261538,30.83013733,2.84339138,13,29.56008442,2.474323589,4.560084418,26.08843671,2.563923556,27.33256116,2.744845385,26.01445572,2.871168953,10,26.47613616,2.726645965,1.476136159
aeCor3oH8D7b_Ct9YAUVSA_297,26.77381443,2.571149249,29.18252958,2.886002576,31.00744625,3.083279921,10,47.71381156,-122.2371605,side,0,28.85703245,2.846810582,3.857032449,24.81893493,1.880134319,26.85690911,2.057995121,27.01186026,2.300568657,18,26.15699539,2.079566032,1.156995395,23.94829654,2.02950712,19.90775898,2.356845927,22.56560439,2.645321383,12,22.22089375,2.343891477,2.779106249,22.31080619,1.962886877,21.26779089,2.139914652,21.12106503,2.203700628,20,21.59269273,2.102167386,3.407307275
AAHGWiSq7LSow8uwMkPh7w_0,27.72491594,2.280085076,33.00851902,2.847390993,33.35371624,2.925460244,15,47.64680835,-122.4135845,side,0,31.06500958,2.684312104,6.065009583,28.54507069,1.877082682,31.14684609,2.267862954,31.12302285,2.333272491,22,30.1511133,2.159406042,5.151113296,27.82538369,2.084762015,31.31806216,2.41640027,31.66532716,2.442236818,17,30.14140818,2.314466368,5.141408177,30.96657214,2.211852114,33.58366337,2.518802423,33.12714506,2.588828255,15,32.48316528,2.439827597,7.483165279
0UZxSCXHjTndyhGq5a6QLw_90,15.4709398,2.489605097,11.80367328,2.794034015,8.647808565,2.964461591,12,47.68440733,-122.2616663,side,0,12.17605332,2.749366901,12.82394668,22.6121943,1.570211763,17.63493015,1.860655712,16.07713675,1.925618144,27,19.02888343,1.785495206,5.971116571,21.96126609,1.837699704,18.37644293,2.243933996,18.25639299,2.447944991,18,19.73642073,2.176526231,5.263579271,17.19562991,2.920901393,15.57240255,2.95392982,16.04865629,3.097940954,9,16.27925682,2.990924056,8.720743178
8Q0d3C1_M7FeSPmsu04rig_0,20.69366667,2.598735651,21.87371705,2.871007498,21.4805617,3.085223452,10,47.79522422,-122.2906059,side,0,21.32368185,2.851655533,3.676318151,26.11678333,1.87174403,23.59815266,2.203177624,22.98734263,2.3089236,16,24.35879345,2.127948418,0.641206546,25.5271997,1.946802621,24.89295368,2.26131773,24.60092451,2.397948899,16,25.04154775,2.202023083,0.041547747,23.70243398,2.211082339,21.4685517,2.629335836,20.11210091,2.834042138,12,21.91706208,2.558153438,3.082937917
YSwDC7fzDp06xO1sf-FI6A_89,27.74602873,2.131337493,25.33902053,2.288087633,24.95284794,2.388947261,14,47.74491982,-122.298071,side,0,26.06944803,2.269457462,1.069448035,27.21579965,1.917631358,28.99676043,2.139576269,29.8502668,2.345127613,17,28.59769968,2.134111747,3.597699677,22.11168432,2.255540024,20.0336871,2.515637282,20.96087141,2.540730472,15,21.07561669,2.437302593,3.924383309,24.60063992,2.032632653,25.14995127,2.252561501,25.68888696,2.381764163,15,25.11751918,2.222319439,0.117519182
ZIFRw2p7TNfYcDV0At0WEw_180,27.58248377,2.685766133,30.14833467,2.910007947,27.20191902,3.368555341,9,47.93519891,-122.2966942,side,0,28.34149714,2.988109807,3.341497139,27.63683088,2.424409405,30.14515467,2.686904404,33.24512907,3.109264397,11,30.11116635,2.740192735,5.111166349,24.74670739,2.136211251,24.41231461,2.422291301,25.39952372,2.574266781,11,24.83772992,2.377589778,0.162270084,28.62636693,2.170769815,30.14772851,2.319652504,30.0030166,2.359983846,15,29.56835906,2.283468722,4.568359055
K-hUJToPonR1jbmlJ8lFjQ_0,17.73395299,2.061418712,11.57770373,3.099123322,11.50697911,3.13957198,19,47.41660907,-122.2486267,side,0,14.20925367,2.766704671,10.79074633,20.90081199,2.756659695,19.251415,2.979192694,17.40475186,3.123086191,10,19.25832381,2.952979527,5.741676195,24.17140012,1.996409686,26.22335289,2.420885447,26.64287073,2.514190399,15,25.56698895,2.310495178,0.566988949,18.31041139,2.370603997,12.60780944,3.11193769,8.447622482,3.647663468,16,13.85130696,3.043401718,11.14869304
41IAHAGP-dmeCTLukyZiKw_57,18.12029596,2.237721708,13.23649795,2.691034991,12.85267391,2.70504216,15,47.25837659,-122.4423978,side,0,14.95392834,2.54459962,10.04607166,20.45409084,1.775432827,20.511862,1.956144623,19.60684059,2.252108089,23,20.22579031,1.994561846,4.774209689,24.0061835,2.354425285,24.18293821,2.763574226,24.32710574,2.961656304,11,24.15945959,2.693218605,0.840540407,21.50025425,2.594192726,21.34728715,3.061242031,22.39712255,3.214219687,10,21.72411012,2.956551481,3.275889882
4sAowRkGB1DCFWw8vE5XTA_183,24.72674945,2.012257357,24.72402705,2.341838963,24.61559772,2.495840181,14,47.04650912,-122.3715862,side,0,24.69225144,2.283312167,0.307748556,23.58076294,2.141327109,21.47137073,2.4633773,22.75973875,2.582334586,12,22.6489697,2.395679665,2.351030297,20.26282322,2.41949733,11.32379797,3.592510653,10.68364009,3.513916389,11,14.92165367,3.175308124,10.07834633,22.51689427,2.307424634,22.02933577,2.693992716,21.16714116,2.838425488,12,21.94941601,2.613280946,3.050583986
a5CCdKbX1dNp35ctVE0H6Q_91,18.55766275,2.645782284,15.33012616,2.880075464,12.55166574,3.449952577,12,47.21694156,-122.4665287,side,0,15.73850528,2.991936775,9.261494719,21.32627513,2.546588929,17.66988571,2.952611505,14.66514135,3.312926019,12,18.18170918,2.937375484,6.818290816,25.29950828,1.993439418,25.12791405,2.229075242,26.92334815,2.497648164,17,25.72387606,2.240054275,0.72387606,20.17109128,2.304296033,19.22849401,2.862145891,16.02197047,3.41635564,11,18.73640762,2.860932521,6.263592379
F5KW3_F_b4Ukwoe-VX1Lgw_239,26.90820129,2.240713725,30.30275425,2.594028446,30.62126403,2.831680607,13,47.65395696,-122.1325958,side,0,29.11917651,2.55547426,4.119176505,27.38566133,2.044267017,32.70399173,2.518086894,35.93198856,2.980192384,15,31.46125791,2.514182098,6.461257908,26.12597852,1.799803393,27.87491687,2.006181213,30.95454125,2.237114979,16,28.14463385,2.014366528,3.144633851,27.48940307,3.208395278,31.88196568,3.552000654,31.02208774,3.820074197,7,30.01740492,3.526823377,5.01740492
bWPFWR_XbTMFKZRy3euVew_294,23.0040757,2.20549589,22.38988395,2.531625191,20.98079267,2.701646411,15,47.89487545,-122.15997,side,0,22.1903984,2.479589164,2.809601602,24.62130092,1.920724718,26.24199255,2.314412158,25.34631918,2.49602894,18,25.35335877,2.243721939,0.353358768,27.77296316,1.916575118,33.48148668,2.388108928,35.99405388,2.763600574,16,31.89256322,2.356094873,6.892563219,27.1184694,2.323050448,28.93934466,2.737349447,30.11266088,2.888075185,11,28.60873616,2.649491693,3.608736163
SNxOmppY0SIxJ30YVuUg0w_31,19.56880818,2.137178854,20.33347764,2.271706617,17.86997336,2.637747086,14,47.61288062,-122.3446912,side,0,19.32996559,2.348877519,5.670034412,26.41816867,2.167363492,26.07479761,2.525952852,26.5283893,2.592397258,15,26.34301293,2.428571201,1.343012927,24.01290149,2.103270461,19.02917511,2.676917785,20.23984931,2.804029297,14,21.35264373,2.528072514,3.647356268,21.11434932,2.01773072,19.13161977,2.387126213,19.1674298,2.550614431,16,19.89444418,2.318490455,5.105555818
